"COHIBA SIGLO V (TUBO)Oct 01, 2018",92,"6 3/4""",43,Medium,Lonsdale,"Though the draw is a bit firm, this dark lonsdale imparts delicious notes of leather and chocolate-covered almonds balanced by hints of dried fruit and a sweet mocha finish."
"MONTECRISTO NO. 2Oct 01, 2018",92,"6 1/8""",52,Medium,Figurado,"The complex smoke of this torpedo offers an elegant interplay of almond and orange peel notes that frame a leathery, woody core."
"MONTECRISTO LÍNEA 1935 LEYENDAOct 01, 2018",91,"6 1/2""",55,Medium-Full,Toro,"A richly hued cigar made with a three-seam cap. Bold notes of oak and baking spices usher in sweeter, precise hints of honey and candied apple."
"ROMEO Y JULIETA PETIT CHURCHILLOct 01, 2018",90,"4""",50,Medium-Full,Odd,"A salty-and-spicy smoke whose leathery qualities are brought together by notes of coffee and walnuts, all making for a hearty cigar."
"COHIBA MEDIO SIGLOOct 01, 2018",90,"4""",52,Medium-Full,Odd,Short and squat with a flat head and neat cap. It's woody and spicy at first but becomes quite nutty showing notes of cocoa powder and minerals.
"MONTECRISTO NO. 1Oct 01, 2018",90,"6 1/2""",42,Medium,Lonsdale,A slim smoke with a tan wrapper and slightly firm draw. Notes of sweet tea and honey become cedary and tangy with nutty touches of pecan and a slightly salty finish.
"SANCHO PANZA BELICOSOOct 01, 2018",89,"5 1/2""",52,Medium,Figurado,"A chunky belicoso with a slightly uneven burn. The creamy smoke is sweet and woody showing light notes of orange peel, cinnamon and cashews."
"PARTAGÁS SERIE D NO. 5Oct 01, 2018",88,"4 3/8""",50,Medium,Odd,"Notes of wood and earth come in and out, as do hints of fruit, herbs and black pepper, resulting in a slightly muddled finish."
"POR LARRAÑAGA PICADORESOct 01, 2018",88,"5""",48,Medium-Full,Robusto,"There are some greenish veins on the wrapper of this tawny robusto, which draws and burns evenly. It's a sweet-and-spicy cigar with notes of ginger snap, tangy earth and almond paste."
"MONTECRISTO LÍNEA 1935 DUMASOct 01, 2018",88,"5 1/8""",49,Medium,Robusto,"Finely constructed with a three-seam cap, this robusto is a predominantly woody smoke with hints of cinnamon and a sweet note of pecan sandie cookie."
"COHIBA MEDIO SIGLOSep 25, 2018",90,"4""",52,Medium-Full,Odd,Short and squat with a flat head and neat cap. It's woody and spicy at first but becomes quite nutty showing notes of cocoa powder and minerals.
"SANCHO PANZA BELICOSOAug 21, 2018",89,"5 1/2""",52,Medium,Figurado,"A chunky belicoso with a slightly uneven burn. The creamy smoke is sweet and woody showing light notes of orange peel, cinnamon and cashews."
"MONTECRISTO LÍNEA 1935 LEYENDAAug 07, 2018",91,"6 1/2""",55,Medium-Full,Toro,"A richly hued cigar made with a three-seam cap. Bold notes of oak and baking spices usher in sweeter, precise hints of honey and candied apple."
"MONTECRISTO LÍNEA 1935 MALTÉSAug 07, 2018",89,"6""",53,Medium,Toro,"Floral at first, this reddish cigar picks up intensity to show notes of earth, coffee and wood with a touch of generic sweetness. The burn is even and clean."
"MONTECRISTO LÍNEA 1935 DUMASAug 07, 2018",88,"5 1/8""",49,Medium,Robusto,"Finely constructed with a three-seam cap, this robusto is a predominantly woody smoke with hints of cinnamon and a sweet note of pecan sandie cookie."
"H. UPMANN SIR WINSTONAug 01, 2018",94,"7""",47,Medium,Churchill,"A sweet and nutty smoke exhibiting the luxurious qualities of fine chocolate, marzipan and gingersnaps, all brought together by a slightly floral, graham cracker finish. Complex and delicious."
"DIPLOMATICOS NO. 2Aug 01, 2018",92,"6 1/8""",52,Medium-Full,Figurado,"First puffs of this pirámide are floral and woody, but the cigar becomes rich and sweet with notes of chocolate-covered almonds and honey."
"JUAN LOPEZ SELECCIÓN NO. 2Aug 01, 2018",92,"4 7/8""",50,Medium-Full,Robusto,"Rich notes of leather, nuts and chocolate play beautifully off of this cigar's spicy, cedary core for a well-balanced and delicious smoke."
"RAMON ALLONES GIGANTESAug 01, 2018",92,"7 5/8""",49,Medium,Double Corona,"Tall and dark with a three-seam cap and flat head. Nutty and earthy from the first puff, the cigar becomes progressively stronger and more complex with notes of caramel, almonds and a leathery finish."
"VEGAS ROBAINA UNICOAug 01, 2018",91,"6 1/8""",52,Medium,Figurado,"Salty, woody notes drive this torpedo, which also delivers a spicy smoke full of vanilla, cardamom, black pepper and a leathery finish."
"ROMEO Y JULIETA WIDE CHURCHILLAug 01, 2018",91,"5 1/8""",55,Medium,Robusto,"A fat robusto topped with an uneven three-seam cap. There's an underlying toastiness to this smoke, which is well layered with notes of spice, fruit and leather."
"RAMON ALLONES SPECIALLY SELECTEDAug 01, 2018",90,"4 7/8""",50,Medium-Full,Robusto,"There's a nutty, oaky core to this lightly hued robusto. Notes of spicy clove and earth emerge, followed by an earthy finish."
"HOYO DE MONTERREY DOUBLE CORONAAug 01, 2018",90,"7 5/8""",49,Medium,Double Corona,"This large double corona is made with a three-seam cap and tawny wrapper. The draw is firm but still imparts a nutty, floral smoke that develops notes of toffee and baking spices."
"COHIBA SIGLO IV Aug 01, 2018",89,"5 5/8""",46,Medium,Toro,"First puffs of this cigar are notably salty, though it takes on some citrus notes and a bit of cocoa before its floral finish. The draw is quite firm."
"H. UPMANN MAGNUM 50Aug 01, 2018",88,"6 1/2""",50,Medium,Toro,A predominantly woody smoke with zesty hints of citrus and smoky peatiness of Scotch. Some inconsistency in the draw was noted.
"TRINIDAD FUNDADORESAug 01, 2018",87,"7 1/2""",40,Medium,Panetela,"A slim smoke with a veiny wrapper and tight pigtail cap. It draws well, though the burn is a bit uneven. Initial flintiness dissipates to show notes of nutmeg, ground pepper and a saccharine sweetness."
"PUNCH REGIOS DE PUNCH EDICIÓN LIMITADA 2017Aug 01, 2018",84,"4 3/4""",48,Medium-Full,Robusto,"This small cigar produces a dark, flaky ash as it burns. Hints of pepper and oak are dominated by mineral characteristics and chemical notes. The finish is bitter."
"MONTECRISTO NO. 2Jul 24, 2018",92,"6 1/8""",52,Medium,Figurado,"The complex smoke of this torpedo offers an elegant interplay of almond and orange peel notes that frame a leathery, woody core."
"RAMON ALLONES GIGANTESJul 10, 2018",92,"7 5/8""",49,Medium,Double Corona,"Tall and dark with a three-seam cap and flat head. Nutty and earthy from the first puff, the cigar becomes progressively stronger and more complex with notes of caramel, almonds and a leathery finish."
"RAMON ALLONES SMALL CLUB CORONAJul 10, 2018",90,"4 3/8""",42,Medium-Full,Petit Corona,"Topped with a flat head and three-seam cap, this little cigar has a notably firm draw. Earthy and leathery in character, the bold smoke also offers a bit of nutmeg and black pepper."
"RAMON ALLONES SPECIALLY SELECTEDJul 10, 2018",90,"4 7/8""",50,Medium-Full,Robusto,"There's a nutty, oaky core to this lightly hued robusto. Notes of spicy clove and earth emerge, followed by an earthy finish."
"PUNCH REGIOS DE PUNCH EDICIÓN LIMITADA 2017Jun 05, 2018",84,"4 3/4""",48,Medium-Full,Robusto,"This small cigar produces a dark, flaky ash as it burns. Hints of pepper and oak are dominated by mineral characteristics and chemical notes. The finish is bitter."
"PARTAGÁS CORONA JUNIOR (TUBO)Jun 01, 2018",94,"4 5/8""",40,Medium,Petit Corona,"The smoke of this reddish petit corona is dense and chewy with complex layers of leather, dried fruit and nougat that unfold before a refined finish of nutmeg and spice."
"COHIBA SIGLO VI (TUBO)Jun 01, 2018",93,"5 7/8""",52,Medium-Full,Toro,"The chocolately, nutty smoke of this cigar is balanced by botanical notes of licorice and mint, all building to a rich finish that calls to mind a malted chocolate milkshake."
"PARTAGÁS SERIE P NO. 2 (TUBO)Jun 01, 2018",93,"6 1/8""",52,Medium,Figurado,"The color of this torpedo is alluring, though the texture is a bit rough. First puffs have the salty breadiness of a warm pretzel, but the cigar takes on sweet notes of dried fruit, chocolate and caramel."
"PUNCH PETIT CORONATION (TUBO)Jun 01, 2018",93,"4 5/8""",40,Medium-Full,Petit Corona,"Rich chocolate notes immediately come through, transitioning elegantly into a palate of leather, baking spices and a distinct floral note of hibiscus."
"H. Upmann Connossieur BJun 01, 2018",93,"5 7/8""",54,Medium-Full,Toro,"A rich procession of coffee bean, café au lait and peanut notes harmonize beautifully with a dried fig sweetness and a toasty finish."
"HOYO DE MONTERREY EPICURE NO. 1 (TUBO)Jun 01, 2018",91,"5 5/8""",46,Medium,Toro,Initial puffs of this tawny-colored cigar are nutty and floral with clear notes of baking spices. The smoke becomes salty before showing its caramel sweetness.
"PARTAGÁS SERIE D NO. 4 (TUBO)Jun 01, 2018",90,"4 7/8""",50,Medium-Full,Robusto,"Strong spiciness on first puffs settles down to show salty notes of leather, some oak and an earthy, finish that carries a touch of cocoa bean."
"PARTAGÁS SERIE NO. 1 EDICIÓN LIMITADA 2017Jun 01, 2018",90,"5 1/2""",52,Medium-Full,Toro,"Made with a flat head and three-seam cap, this dark, oily cigar delivers a bold smoke full of leathery, woody notes, a chocolate sweetness and a slightly salty finish."
"ROMEO Y JULIETA CHURCHILL (TUBO)Jun 01, 2018",90,"7""",47,Medium,Churchill,"Beautiful to behold, this tawny-colored Churchill shows the sweet qualities of caramel and graham cracker as well as the saltiness of a chocolate-covered pretzel. The draw, however, is tight."
"RAMON ALLONES SMALL CLUB CORONAJun 01, 2018",90,"4 3/8""",42,Medium-Full,Petit Corona,"Topped with a flat head and three-seam cap, this little cigar has a notably firm draw. Earthy and leathery in character, the bold smoke also offers a bit of nutmeg and black pepper."
"HOYO DE MONTERREY EPICURE NO. 2 (TUBO)Jun 01, 2018",89,"4 7/8""",50,Medium,Robusto,"Visible pores on the wrapper of this tawny-colored robusto give it a toothy appearance. It's mostly a woody, hickory-like smoke with hints of chocolate and nuts."
"H. UPMANN CORONA MINOR (TUBO)Jun 01, 2018",86,"4 3/5""",40,Medium,Petit Corona,"A toothy petit corona whose notes of salted caramel, chocolate and coffee become a bit harsh, leaving a chalky sensation on the finish."
"PARTAGÁS SERIE NO. 1 EDICIÓN LIMITADA 2017May 22, 2018",90,"5 1/2""",52,Medium-Full,Toro,"Made with a flat head and three-seam cap, this dark, oily cigar delivers a bold smoke full of leathery, woody notes, a chocolate sweetness and a slightly salty finish."
"H. Upmann Connossieur BApr 17, 2018",93,"5 7/8""",54,Medium,Toro,"A rich procession of coffee bean, café au lait and peanut notes harmonize beautifully with a dried fig sweetness and a toasty finish."
"COHIBA SIGLO VI (TUBO)Apr 03, 2018",93,"5 7/8""",52,Medium-Full,Toro,"The chocolatey, nutty smoke of this cigar is balanced by botanical notes of licorice and mint, all building to a rich finish that calls to mind a malted chocolate milkshake."
"MONTECRISTO PETIT EDMUNDO (TUBO)Apr 01, 2018",92,"4 3/8""",52,Medium-Full,Odd,"Sweet and savory with a balanced, elegant interplay of leathery notes, café au lait and a dark chocolate finish. The draw is a bit firm."
"QUAI D'ORSAY NO. 54Apr 01, 2018",92,"5 3/8""",54,Medium-Full,Odd,"Rich woods, leather and chocolate intonations layer the palate in beautiful balance. The draw is opulent, the burn dead even. A robust and flavorful cigar."
"H. UPMANN MAGNUM 46 (TUBO)Apr 01, 2018",92,"5 5/8""",46,Medium-Full,Toro,"There's a toasty, nutty quality to this smoke that also smacks of sweet orange marmalade and leather, leaving a slightly floral aftertaste. Rich and opulent."
"COHIBA SIGLO II (TUBO)Apr 01, 2018",91,"5 1/8""",42,Medium-Full,Corona,"Distinct notes of leather become evident on the first puff, followed by an earthy tanginess, a hint of orange marmalade and a chocolate finish. Rich and delicious."
"COHIBA TALISMÁN EDICIÓN LIMITADA 2017Apr 01, 2018",91,"6 1/8""",54,Medium,Toro,"Each puff of this dark, pigtailed cigar unfolds layers of honey, minerals and almond notes before bolder impressions of cocoa powder and oak emerge."
"TRINIDAD LA TROVAApr 01, 2018",90,"6 1/2""",52,Medium,Toro,"Crafted with a pigtail cap, this large cigar delivers notes of fresh tobacco, wheat and nuts that are balanced by sweeter touches of caramel and gingersnap."
"PARTAGÁS SERIE E NO. 2 (TUBO)Apr 01, 2018",90,"5 1/2""",54,Medium-Full,Toro,"Floral first puffs become toasty and oaky, carrying hints of cocoa bean before suddenly turning piquant with a jabañero pepper spice."
"MONTECRISTO PETIT NO. 2 (TUBO)Apr 01, 2018",89,"4 3/4""",52,Medium,Figurado,"This short belicoso smokes a bit hot and fast, showing a hickory and mesquite character along with earthiness, sweet cinnamon and a grassy finish."
"TRINIDAD VIGÍA (TUBO)Apr 01, 2018",89,"4 3/8""",54,Medium,Odd,"This squat plug of a cigar is crafted with a neat pigtail cap. Buttery notes of wood and crushed almond are balanced by hints of agave and anise, though the finish is a bit dry."
"H. UPMANN CORONA MAJORApr 01, 2018",88,"5 1/4""",42,Medium,Corona,"A gritty-looking corona with a notably uneven burn. Notes of wood and vanilla carry traces of earth and nuttiness, but the burn affected the score."
"PARTAGÁS CULEBRAApr 01, 2018",88,"5 3/4""",39,Medium-Full,Odd,"Twisted and crooked, this serpentine cigar draws well, starting floral and woody yet intensifying to show earth and black pepper spice."
"ROMEO Y JULIETA PETIT ROYALESApr 01, 2018",87,"3 3/4""",47,Medium-Full,Odd,"Stubby with a flat head, this cigar burns a bit hot, but delivers notes of spicy leather, nuts and maple sugar, though undercurrents of charred wood are persistent."
"TRINIDAD LA TROVAFeb 20, 2018",90,"6 1/2""",52,Medium,Toro,"Crafted with a pigtail cap, this large cigar delivers notes of fresh tobacco, wheat and nuts that are balanced by sweeter touches of caramel and gingersnap."
"COHIBA TALISMÁN EDICIÓN LIMITADA 2017Feb 06, 2018",91,"6 1/8""",54,Medium,Toro,"Each puff of this dark, pigtailed cigar unfolds layers of honey, minerals and almond notes before bolder impressions of cocoa powder and oak emerge."
"HOYO DE MONTERREY LE HOYO DE SAN JUAN (TUBO)Feb 01, 2018",92,"5 7/8""",54,Medium,Toro,"Enrobed in an attractive cover leaf, this thick cigar burns evenly, delivering big impressions of rich wood, pistachio nut and espresso crema. There is a pleasing hint of white wine on the finish."
"MONTECRISTO DOUBLE EDMUNDOFeb 01, 2018",92,"6 1/4""",50,Medium-Full,Toro,"Rich coffee notes meld harmoniously with wood and coconut impressions as this reddish-brown cigar burns. The draw is quite good, the finish long and pleasing."
"EL REY DEL MUNDO CHOIX SUPREMEFeb 01, 2018",92,"5""",48,Medium,Robusto,"Nuanced woods and roasted nuts form the backbone of this bold, flavorful cigar. Coffee bean and caramel elements also emerge before a leathery finish. Its burn is even, its draw full and opulent.    "
"RAFAEL GONZALEZ 88 EXCLUSIVO ASIA PACIFICOFeb 01, 2018",92,"5 1/4""",48,Medium,Figurado,"This tapered perfecto burns evenly, showcasing floral characteristics with touches of walnuts, brown sugar and oaky white wine. Elegant and refined."
"PUNCH PUNCHFeb 01, 2018",91,"5 5/8""",46,Medium,Toro,"Expertly rolled and topped with a three-seam cap, the smoke from this cigar is floral and woody, buttressed by pleasing notes of almond and butterscotch. "
"H. UPMANN NO. 2Feb 01, 2018",91,"6 1/8""",52,Medium-Full,Figurado,"A core of toasty, leathery characteristics build the body of this big figurado. Peanut notes and a pleasant sweetness also emerge, with a finish that resounds of more leather.  "
"RAMON ALLONES TERRA MAGICA EXCLUSIVO ADRIATICOFeb 01, 2018",91,"6 1/8""",50,Medium-Full,Toro,"An oaky, nutty cigar balanced by notes of cedar, spice and a long, resonant finish of blackstrap molasses. Well constructed with a three-seam cap."
"MONTECRISTO OPEN REGATA (TUBO)Feb 01, 2018",91,"5 3/8""",46,Medium-Full,Figurado,"The smoke from this dark and oily belicoso layers the palate with savory intonations of roasted meats that are elevated by toasty impressions and roasted almonds. A bold, meaty cigar. "
"ROMEO Y JULIETA CAZADORESFeb 01, 2018",89,"6 3/8""",43,Medium,Lonsdale,"Though the draw of this oily, well-crafted lonsdale is quite firm, pleasing floral and woody notes emerge, braced by a backbone of graham cracker sweetness. "
"COHIBA LANCEROFeb 01, 2018",89,"7 1/2""",38,Medium-Full,Panetela,"A beautiful panetela adorned with a pigtail cap. Though the draw is quite firm, the cigar burns evenly, offering floral and woody notes with touches of almonds and vanilla. The finish is sweet. "
"BOLIVAR ROYAL CORONA (TUBO)Feb 01, 2018",89,"4 7/8""",50,Medium,Robusto,"Reddish-brown in appearance and constructed with a three-seam cap, this robusto burns unevenly, offering spicy notes that are underscored by hints of nuts and sweet marzipan."
"COHIBA PIRÁMIDES EXTRA (TUBO)Feb 01, 2018",88,"6 1/4""",54,Medium,Figurado,"First puffs of this figurado are predominantly floral, but it opens to show a toasty quality with notes of graham cracker and cinnamon, though the heavy perfume finish hurt the final score."
"ROMEO Y JULIETA PETIT ROYALESJan 23, 2018",87,"3 3/4""",47,Medium-Full,Odd,"Stubby with a flat head, this cigar burns a bit hot, but delivers notes of spicy leather, nuts and maple sugar, though undercurrents of charred wood are persistent."
"QUAI D'ORSAY NO. 54Jan 09, 2018",92,"5 3/8""",54,Medium-Full,Odd,"Rich woods, leather and chocolate intonations layer the palate in beautiful balance. The draw is opulent, the burn dead even. A robust and flavorful cigar."
"QUAI D'ORSAY NO. 50Jan 09, 2018",90,"4 3/8""",50,Medium-Full,Odd,"The smoke from this toothy robusto is salty and bold, with touches of leather and oak. Some floral notes also emerge before a mineral-like finish."
"QUAI D'ORSAY CORONA CLAROJan 09, 2018",88,"5 1/2""",42,Medium,Corona,"A skinny, well-made cigar with a good draw and even burn. Its smoke has a floral, nutty quality, with a touch of honey and tea. The finish is quite woody."
"BOLIVAR BELICOSO FINOJan 01, 2018",94,"5 1/2""",52,Medium-Full,Figurado,"The Cuban Bolivar brand has long been the choice for fans of stronger cigars. And as more Americans get the chance to sample Cuban cigars (due to the relaxed restrictions on their purchase), Bolivar is often a preferred choice on account of its fuller body. While it isn't one of Cuba's largest brands, it certainly has a very long history and a loyal, international following.Sadly, there aren't many sizes in the Bolivar portfolio left to choose from, and only two of them are large cigars. There's the Royal Corona, which has previously won Cigar of the Year, and then the Belicoso Fino, a beautifully tapered smoke crafted with a signature earthy core and plenty of sweet, savory notes ranging from salt and nuts to chocolate and graham cracker.The cigar is indeed strong and earthy, but do not mistake that for crude or rustic—each element of flavor is conveyed to the palate in measured, balanced layers. And, unlike most Cuban cigars, the Bolivar Belicoso Fino comes in both dress boxes and wooden cabinets, which are a bit more difficult to find. For this tasting, we sampled cigars from the slide-lid cedar cabinets, and yes, there was the welcome hint of cedar as well."
"PARTAGÁS LUSITANIAJan 01, 2018",93,"7 5/8""",49,Medium,Double Corona,"The Partagás Lusitania has been around long enough to be considered one of Cuba's iconic and classic cigars. In 2017, it was one of the finest cigars we smoked. But double coronas like the Lusitania require a particularly large, pristine tobacco leaf to fully cover all seven and a half inches of the cigar. Inconsistent crops and poor weather in the last few years have created a bit of a shortage of large, high-quality wrapper leaf in Cuba. This did not stop Cuba from producing fantastic Lusitanias. Our samples came from a 10-count box with a December 2016 box code, so somehow these lovely smokes have not been plucked up by aficionados in the know. These Lusitanias begin floral and sweet before imparting layers of leather, cedar and almonds."
"ROMEO Y JULIETA SHORT CHURCHILL Jan 01, 2018",92,"4 7/8""",50,Medium,Robusto,"For many years, the Romeo y Julieta Churchill was a classic in the Cuban portfolio. It's still one of the quintessential Cuban cigars, but worldwide distributor and marketing monopoly Habanos S.A. decided it was time to create some offshoots of this well-known standard. Today, Romeo has a regular Churchill, Petit Churchill and Wide Churchill, but the one to look out for is the Short Churchill. While the others are fine cigars, this year, none impressed us as much as the Short. It's the size of a standard robusto and a complex composition of ripe apple, red wine and sweet toffee, all tied together by a rich, toasty undertone. The flavors are clear and pronounced but not at all overwhelming, nor are they competing for dominance."
"BOLIVAR BELICOSO FINODec 01, 2017",92,"5 1/2""",52,Medium-Full,Figurado,"A fine-looking belicoso that produces a silky, creamy smoke layered with notes of nuts, wood and black pepper. A medium- to full-bodied cigar."
"PARTAGÁS SHORTDec 01, 2017",91,"4 3/8""",42,Full,Petit Corona,"The dense smoke of this small cigar imparts a a strong, complex core of woody notes ranging from oak rum barrels to hickory and cedar while an earthy, coffee bean quality accentuates each puff."
"HOYO DE MONTERREY EPICURE ESPECIALDec 01, 2017",91,"5 1/2""",50,Medium,Toro,"A toasty, floral smoke that develops a nutty richness and a sweet, candied-ginger finish. There is slight resistance to the draw."
"COHIBA SIGLO I (TUBO)Dec 01, 2017",90,"4""",40,Medium,Petit Corona,"There an attractive, oily gleam to the wrapper of this petit corona. Although it starts out light, the smoke becomes considerably stronger midway, showing a heady, earthy character with leather and graham cracker notes."
"MONTECRISTO NO. 2Dec 01, 2017",90,"6 1/8""",52,Medium-Full,Figurado,"An attractive torpedo that burns evenly. Each puff is bold with nutty notes of cashew, cedar and maple syrup. Somewhat of a low score for this particular cigar."
"MONTECRISTO NO. 4Dec 01, 2017",90,"5 1/8""",42,Medium-Full,Petit Corona,"Though rustic in appearance, this corona has a dead-even burn and lush draw. It's floral and salty with earthy elements and sweeter touches of cocoa powder."
"MONTECRISTO OPEN MASTER TUBODec 01, 2017",90,"4 7/8""",50,Medium,Robusto,"Every puff of this robusto has all the vanilla oakiness of a bourbon barrel. Sweet touches of nougat and floral undertones lead to an earthy, barnyard finish."
"PUNCH CORONATION (TUBO)Dec 01, 2017",89,"5 1/8""",43,Medium,Petit Corona,"Veiny and wrinkled in appearance, this cigar has an open, even draw that imparts a nutty smoke with a graham-cracker sweetness and floral undertone, all of which dissipate for a short finish."
"H. UPMANN MAGNUM 54 (TUBO)Dec 01, 2017",89,"4 3/4""",54,Medium,Robusto,"An unevenly applied three-seam cap tops this robusto, whose initial floral notes and woodiness become stronger leaving impressions of German Chocolate and faint nuts on the palate. "
"COHIBA MADURO 5 MÁGICOSDec 01, 2017",89,"4 1/2""",52,Medium-Full,Robusto,"Bold at first, this dark robusto burns and draws well, showing a heavy smoke dense with coffee bean and leather, though the finish is quite floral and perfumey."
"PARTAGÁS MADURO NO. 1Dec 01, 2017",88,"5 1/8""",52,Medium,Robusto,"A dark cigar with the spicy, meaty qualities of smoked sausages. The dry, tannic finish grips the palate leaving a touch of leather as well."
"TRINIDAD VIGÍA (TUBO)Nov 21, 2017",89,"4 3/8""",54,Medium,Odd,"This squat plug of a cigar is crafted with a neat pigtail cap. Buttery notes of wood and crushed almond are balanced by hints of agave and anise, though the finish is a bit dry."
"RAFAEL GONZALEZ 88 EXCLUSIVO ASIA PACIFICONov 07, 2017",92,"5 1/4""",48,Medium,Figurado,"This tapered perfecto burns evenly, showcasing floral characteristics with touches of walnuts, brown sugar and oaky white wine. Elegant and refined."
"COHIBA MADURO 5 MÁGICOSOct 17, 2017",89,"4 1/2""",52,Medium-Full,Robusto,"Bold at first, this dark robusto burns and draws well, showing a heavy smoke dense with coffee bean and leather, though the finish is overly floral and perfumey."
"H. UPMANN MAGNUM 54 (TUBO)Oct 03, 2017",89,"4 3/4""",54,Medium,Robusto,"An uneven three-seam cap tops this robusto, whose initial floral notes and woodiness become stronger, leaving impressions of German chocolate and nuts on the palate."
"ROMEO Y JULIETA SHORT CHURCHILL Oct 01, 2017",94,"4 7/8""",50,Medium,Robusto,"A sublime and complex composition of ripe apple and toasty qualities that develop oaky, red wine notes, rich leather and a sweet toffee finish."
"DIPLOMATICOS NO. 2Oct 01, 2017",92,"6 1/8""",52,Medium-Full,Figurado,"Sweet and rich with malted chocolate flavor, caramel notes and coffee bean. The smoke is balanced by a leathery note. A medium- to full-bodied torpedo."
"MONTECRISTO NO. 3Oct 01, 2017",92,"5 5/8""",42,Medium,Corona,"Crafted with a three-seam cap, this cigar starts with a floral and coconut character that frames a core of graham cracker, wood and coffee bean."
"HOYO DE MONTERREY EPICURE NO. 1Oct 01, 2017",91,"5 5/8""",46,Medium,Toro,"While the veiny wrapper is not the most pristine, the cigar is full of sweet, woody and floral intonations that build to a chocolate-like finish."
"COHIBA ROBUSTOOct 01, 2017",90,"4 7/8""",50,Medium,Robusto,"The heavy floral notes of this medium-bodied robusto are balanced by a creamy, white chocolate sweetness, touches of ginger-snap and a bready finish. "
"PARTAGÁS CORONA SENIOR (TUBO)Oct 01, 2017",90,"5 1/4""",42,Medium,Corona,"There's an attractive reddish hue to this corona, though the draw is a bit firm. The smoke combines nuanced notes of leather and ginger with floral elements and a bready finish."
"ROMEO Y JULIETA CHURCHILLOct 01, 2017",90,"7""",47,Mild-Medium,Churchill,"Sweet and fruity with notes of coconut and cedar. There's an earthy undertone as well, but the smoke is a bit thin from the firm draw. "
"MONTECRISTO NO. 1Oct 01, 2017",90,"6 1/2""",42,Medium,Lonsdale,The floral smoke of this slim cigar also shows notes of almond paste and earth. There is an elegant touch of vanilla cream on the finish.
"H. UPMANN MAJESTICOct 01, 2017",89,"5 1/2""",40,Medium,Corona,"Squarely pressed with a reddish-brown wrapper, this corona imparts a nutty and woody smoke with hints of leather and licorice, but leaves an ashy aftertaste."
"H. UPMANN MAGNUM 50Oct 01, 2017",89,"6 1/2""",50,Medium,Toro,"The draw of this medium-bodied cigar is slightly firm, though offers a consistently woody, nutty smoke. Simple and straightforward. "
"RAMON ALLONES SPECIALLY SELECTEDOct 01, 2017",89,"4 7/8""",50,Medium-Full,Robusto,"Initial floral notes and molasses become spicy with a bit of bite, but intermittent intonations of chocolate and white wine throw this cigar a bit out of balance."
"JUAN LOPEZ SELECCIÓN NO. 2Oct 01, 2017",88,"4 7/8""",50,Medium-Full,Robusto,"An attractive robusto whose initial tangy and floral character becomes stronger with touches of pepper, dusty charcoal and strong woods."
"RAMON ALLONES TERRA MAGICA EXCLUSIVO ADRIATICOSep 19, 2017",91,"6 1/8""",50,Medium-Full,Toro,"An oaky, nutty cigar balanced by notes of cedar, spice and a long, resonant finish of blackstrap molasses. Well constructed with a three-seam cap."
"COHIBA MEDIO SIGLO (TUBO)Sep 05, 2017",89,"4""",52,Medium-Full,Odd,"Draped in a medium-claro wrapper, this short robusto draws and burns evenly. Bold notes of spice and wood are balanced by hints of cinnamon and almond paste."
"PARTAGÁS LUSITANIAAug 22, 2017",93,"7 5/8""",49,Medium,Double Corona,"An attractive cigar whose sweet, floral notes become more complex, with layers of sugared almonds, cedar and leather intonations that lead to a toasted marshmallow finish."
"POR LARRAÑAGA PETIT CORONAAug 01, 2017",91,"5 1/8""",42,Medium,Petit Corona,"There's a salty, nutty quality to this veiny petit corona that remains medium-bodied throughout. Hints of walnut shell lead to an oaky finish."
"COHIBA MEDIO SIGLOAug 01, 2017",91,"4""",52,Medium,Odd,A short robusto with a substantial draw and even burn. It starts out a bit peppery but becomes floral and creamy before developing nuttiness with a hint of cinnamon.
"MONTECRISTO DANTÉS EDICIÓN LIMITADA 2016Aug 01, 2017",90,"6 5/8""",48,Medium-Full,Churchill,"A large cigar with an even draw. There's a sweet-and-salty character to the smoke, with some earthy notes, a touch of graham cracker and a cinnamon finish."
"ROMEO Y JULIETA ROMEO NO. 2 (TUBO)Aug 01, 2017",90,"5 1/8""",42,,Petit Corona,"The overpacked head of this little cigar causes a firm draw, but it still imparts lots of leather, toast and gingersnap notes."
"PARTAGÁS SERIE P NO. 2Aug 01, 2017",90,"6 1/8""",52,Medium,Figurado,"Light, nuanced woodiness becomes more pronounced, picking up light chocolate notes, leather and a malty finish. A medium-bodied torpedo."
"CUABA SALOMONAug 01, 2017",90,"7 1/4""",57,Medium,Figurado,"This salomon is heavily creased from the cigar mold. It's a floral, woody smoke with an underlying nuttiness. A pleasant and medium-bodied cigar."
"PUNCH PUNCH 48Aug 01, 2017",90,"5 1/2""",48,Medium,Toro,First puffs of this cigar are woody and floral with lots of hazelnut and pecan impressions. Notes of bread and cinnamon also develop.
"TRINIDAD REYESAug 01, 2017",89,"4 3/8""",40,Medium,Petit Corona,"Pale and pigtailed, this petit corona is more full-bodied than it looks. Initial notes of salt and dried flowers become sweet-and- spicy with a briny, rustic finish."
"RAMON ALLONES PATAGÓN EXCLUSIVO CONO SURAug 01, 2017",89,"4 3/8""",52,Medium-Full,Odd,"An attractive petit robusto crafted with a three-seam cap. First puffs are floral, but the cigar warms to show stronger notes of spice, leather and a hint of licorice."
